lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,total_nights,total_guests,is_family,has_agent,has_company,adr_per_guest,prev_cancel_ratio,hotel,arrival_date_month,arrival_weekday,meal,country,market_segment,distribution_channel,reserved_room_type,deposit_type,customer_type,agent,company,is_canceled
123,2016,43,19,0,4,2,0,0,0,0,0,1,0,58.0,0,2,4,2,0,1,0,29.0,0.0,Resort Hotel,October,Wednesday,BB,ZAF,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
0,2016,9,24,0,1,1,0,0,0,0,0,0,0,45.0,0,0,1,1,0,0,0,45.0,0.0,Resort Hotel,February,Wednesday,BB,PRT,Direct,Direct,A,No Deposit,Transient,,,0
0,2016,20,9,1,2,2,0,0,0,0,0,2,0,103.0,0,1,3,2,0,1,0,51.5,0.0,City Hotel,May,Monday,BB,NLD,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
55,2017,25,23,0,2,3,0,0,0,0,0,1,0,200.0,0,1,2,3,0,1,0,66.66666666666667,0.0,City Hotel,June,Friday,BB,NOR,Online TA,TA/TO,D,No Deposit,Transient-Party,9.0,,0
4,2016,7,13,0,1,2,0,0,0,0,0,0,0,29.0,0,0,1,2,0,1,0,14.5,0.0,Resort Hotel,February,Saturday,BB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient,6.0,,0
24,2016,24,9,0,2,2,0,0,0,0,0,0,0,146.0,0,2,2,2,0,1,0,73.0,0.0,City Hotel,June,Thursday,BB,UKR,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
7,2015,48,28,0,1,1,0,0,0,0,0,0,0,22.5,0,1,1,1,0,1,0,22.5,0.0,Resort Hotel,November,Saturday,BB,LTU,Offline TA/TO,TA/TO,A,No Deposit,Transient,115.0,,0
99,2017,18,2,0,3,1,0,0,0,0,0,0,0,105.0,0,0,3,1,0,1,0,105.0,0.0,City Hotel,May,Tuesday,BB,NOR,Direct,Direct,A,No Deposit,Transient,14.0,,1
0,2016,50,6,0,2,3,1,0,0,0,0,1,0,106.0,0,0,2,4,1,0,0,26.5,0.0,Resort Hotel,December,Tuesday,BB,LVA,Direct,Direct,H,No Deposit,Transient,,,0
307,2017,23,8,4,10,2,0,0,0,0,0,0,0,56.7,0,0,14,2,0,1,0,28.35,0.0,Resort Hotel,June,Thursday,BB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Contract,243.0,,1
132,2016,37,9,2,6,2,1,0,0,0,0,0,0,146.46,0,1,8,3,1,1,0,48.82,0.0,Resort Hotel,September,Friday,HB,POL,Online TA,TA/TO,A,No Deposit,Transient,241.0,,0
71,2016,33,9,0,3,3,0,0,0,0,0,0,0,96.9,0,1,3,3,0,1,0,32.300000000000004,0.0,City Hotel,August,Tuesday,BB,DEU,Offline TA/TO,TA/TO,A,No Deposit,Transient-Party,27.0,,0
65,2016,50,6,0,2,2,1,0,0,0,1,1,0,72.07,0,2,2,3,1,1,0,24.02333333333333,0.0,City Hotel,December,Tuesday,BB,ITA,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
26,2016,6,1,1,3,2,0,0,0,0,0,0,0,99.0,0,1,4,2,0,1,0,49.5,0.0,City Hotel,February,Monday,BB,HUN,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
135,2017,25,22,0,3,2,0,0,0,0,0,0,0,99.0,0,0,3,2,0,1,0,49.5,0.0,City Hotel,June,Thursday,SC,FRA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
1,2017,29,17,1,0,2,0,0,0,0,0,0,0,179.0,0,2,1,2,0,1,0,89.5,0.0,Resort Hotel,July,Monday,BB,ESP,Online TA,TA/TO,D,No Deposit,Transient,240.0,,0
139,2017,32,9,2,5,2,0,0,0,0,0,0,0,111.6,0,0,7,2,0,1,0,55.8,0.0,City Hotel,August,Wednesday,BB,ITA,Online TA,TA/TO,D,No Deposit,Transient,83.0,,0
43,2016,25,17,0,2,2,0,0,0,0,0,0,0,129.0,0,0,2,2,0,1,0,64.5,0.0,Resort Hotel,June,Friday,BB,ESP,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
128,2016,22,25,4,10,2,0,0,0,0,0,0,0,106.4,0,0,14,2,0,1,0,53.2,0.0,Resort Hotel,May,Wednesday,HB,DEU,Offline TA/TO,TA/TO,E,No Deposit,Transient,171.0,,0
112,2016,53,27,0,3,3,0,0,0,0,0,0,0,131.13,0,0,3,3,0,1,0,43.71,0.0,City Hotel,December,Tuesday,BB,PRT,Online TA,TA/TO,D,No Deposit,Transient,83.0,,1
243,2017,27,4,2,5,2,0,0,0,0,0,1,0,149.71,0,3,7,2,0,1,0,74.855,0.0,Resort Hotel,July,Tuesday,BB,GBR,Online TA,TA/TO,E,No Deposit,Transient,240.0,,0
235,2016,39,18,4,8,2,0,0,0,0,0,0,0,89.78,0,2,12,2,0,1,0,44.89,0.0,Resort Hotel,September,Sunday,BB,DEU,Online TA,TA/TO,F,No Deposit,Transient,241.0,,0
36,2016,44,28,1,2,2,0,0,0,0,0,0,0,109.0,0,1,3,2,0,1,0,54.5,0.0,City Hotel,October,Friday,SC,ITA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
0,2016,35,25,0,1,2,0,0,0,0,0,0,0,194.0,0,0,1,2,0,1,0,97.0,0.0,Resort Hotel,August,Thursday,BB,ROU,Online TA,TA/TO,D,No Deposit,Transient,240.0,,1
36,2016,39,24,2,5,2,2,0,0,0,0,0,0,177.77,0,1,7,4,1,1,0,44.4425,0.0,City Hotel,September,Saturday,BB,FRA,Online TA,TA/TO,F,No Deposit,Transient,7.0,,0
123,2016,22,22,2,4,2,0,0,0,0,0,0,0,114.75,0,1,6,2,0,1,0,57.375,0.0,City Hotel,May,Sunday,BB,FRA,Online TA,TA/TO,D,No Deposit,Transient,9.0,,1
131,2016,28,7,0,1,2,0,0,0,0,0,0,0,103.5,0,1,1,2,0,1,0,51.75,0.0,City Hotel,July,Thursday,SC,PRT,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
60,2017,24,16,2,5,1,1,0,0,0,0,0,0,248.0,0,1,7,2,1,1,0,124.0,0.0,Resort Hotel,June,Friday,HB,GBR,Online TA,TA/TO,C,No Deposit,Transient,240.0,,1
89,2016,17,17,2,5,2,0,0,0,0,0,0,0,58.0,0,2,7,2,0,1,0,29.0,0.0,Resort Hotel,April,Sunday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
64,2016,11,11,1,2,1,0,0,0,0,0,0,0,48.51,0,1,3,1,0,1,0,48.51,0.0,City Hotel,March,Friday,SC,GBR,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
0,2017,25,20,0,3,1,0,0,1,0,4,0,0,121.5,0,0,3,1,0,0,1,121.5,0.0,Resort Hotel,June,Tuesday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,254.0,0
256,2017,27,7,2,5,2,0,0,0,0,0,0,0,156.51,1,2,7,2,0,1,0,78.255,0.0,Resort Hotel,July,Friday,BB,NLD,Online TA,TA/TO,E,No Deposit,Transient-Party,240.0,,0
205,2016,35,21,2,1,2,0,0,0,0,0,0,0,94.5,0,1,3,2,0,1,0,47.25,0.0,City Hotel,August,Sunday,SC,BEL,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
79,2015,29,17,2,5,2,0,0,0,0,0,0,0,145.0,0,2,7,2,0,1,0,72.5,0.0,Resort Hotel,July,Friday,BB,PRT,Online TA,TA/TO,E,No Deposit,Transient,240.0,,0
3,2016,20,8,2,1,2,0,0,0,0,0,0,0,79.0,0,1,3,2,0,1,0,39.5,0.0,Resort Hotel,May,Sunday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
186,2017,32,12,2,5,2,2,0,0,0,0,0,0,208.57,0,0,7,4,1,1,0,52.1425,0.0,Resort Hotel,August,Saturday,BB,PRT,Online TA,TA/TO,C,No Deposit,Transient,240.0,,1
183,2017,27,8,2,5,2,0,0,0,0,0,1,0,125.17,0,0,7,2,0,1,0,62.585,0.0,Resort Hotel,July,Saturday,HB,GBR,Online TA,TA/TO,A,No Deposit,Transient,314.0,,0
7,2015,32,3,4,10,3,0,0,0,0,0,0,0,166.05,0,1,14,3,0,1,0,55.35,0.0,Resort Hotel,August,Monday,BB,NLD,Offline TA/TO,TA/TO,D,No Deposit,Transient,71.0,,0
112,2016,19,1,2,2,2,0,0,0,0,0,0,0,89.25,0,0,4,2,0,1,0,44.625,0.0,City Hotel,May,Sunday,BB,RUS,Direct,Direct,A,No Deposit,Transient,14.0,,0
131,2016,24,8,0,4,2,0,0,0,0,0,1,0,93.0,0,1,4,2,0,1,0,46.5,0.0,Resort Hotel,June,Wednesday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
72,2017,17,27,0,2,2,2,0,0,0,0,0,0,162.0,1,0,2,4,1,1,0,40.5,0.0,Resort Hotel,April,Thursday,BB,FRA,Online TA,TA/TO,G,No Deposit,Transient,240.0,,0
268,2017,29,16,2,4,2,0,0,0,0,0,0,0,80.92,0,0,6,2,0,1,0,40.46,0.0,City Hotel,July,Sunday,BB,GBR,Online TA,TA/TO,A,No Deposit,Transient,83.0,,0
123,2017,32,7,1,1,2,0,0,0,0,0,0,0,125.0,0,0,2,2,0,1,0,62.5,0.0,City Hotel,August,Monday,SC,DEU,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
203,2017,30,28,0,1,2,1,0,0,0,0,0,0,249.0,0,1,1,3,1,1,0,83.0,0.0,Resort Hotel,July,Friday,BB,ITA,Online TA,TA/TO,H,No Deposit,Transient,240.0,,1
300,2017,31,30,2,5,2,0,0,0,0,0,2,0,138.38,0,2,7,2,0,1,0,69.19,0.0,Resort Hotel,July,Sunday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
166,2016,27,30,2,8,2,0,0,0,0,0,0,0,90.2,0,0,10,2,0,1,0,45.1,0.0,Resort Hotel,June,Thursday,HB,GBR,Offline TA/TO,TA/TO,A,No Deposit,Transient,115.0,,0
51,2015,33,14,0,2,2,0,0,0,0,0,0,0,232.0,0,1,2,2,0,1,0,116.0,0.0,Resort Hotel,August,Friday,HB,PRT,Online TA,TA/TO,E,No Deposit,Transient,240.0,,1
48,2016,27,26,2,0,2,0,0,0,0,0,0,0,120.0,0,0,2,2,0,1,0,60.0,0.0,Resort Hotel,June,Sunday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient-Party,240.0,,0
158,2017,29,17,1,1,2,0,0,0,0,0,1,0,107.1,0,0,2,2,0,1,0,53.55,0.0,City Hotel,July,Monday,BB,DEU,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
11,2015,28,10,0,2,2,0,0,0,0,0,0,0,110.5,0,1,2,2,0,1,0,55.25,0.0,Resort Hotel,July,Friday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
98,2015,48,23,1,4,1,0,0,0,0,0,1,0,70.0,0,0,5,1,0,1,0,70.0,0.0,City Hotel,November,Monday,BB,COL,Groups,TA/TO,A,No Deposit,Transient-Party,37.0,,0
59,2017,11,15,0,3,2,0,0,0,0,0,0,0,102.56,0,1,3,2,0,1,0,51.28,0.0,City Hotel,March,Wednesday,HB,PRT,Online TA,TA/TO,A,No Deposit,Transient,7.0,,1
27,2016,25,12,2,3,2,0,0,0,0,0,0,0,105.84,0,0,5,2,0,1,0,52.92,0.0,City Hotel,June,Sunday,SC,ESP,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
26,2016,8,20,0,1,2,1,0,0,0,0,0,0,63.0,0,1,1,3,1,1,0,21.0,0.0,Resort Hotel,February,Saturday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
32,2016,20,8,2,2,2,0,0,0,0,0,0,0,92.83,0,1,4,2,0,1,0,46.415,0.0,City Hotel,May,Sunday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
45,2016,50,8,0,2,3,0,0,0,0,0,0,0,98.1,0,0,2,3,0,1,0,32.699999999999996,0.0,City Hotel,December,Thursday,BB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient,22.0,,1
0,2016,48,24,0,1,1,0,0,0,0,2,0,0,44.0,0,1,1,1,0,0,1,44.0,0.0,Resort Hotel,November,Thursday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,329.0,0
31,2016,21,20,0,1,2,0,0,0,0,0,0,0,140.4,0,1,1,2,0,1,0,70.2,0.0,City Hotel,May,Friday,BB,PRT,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
186,2016,32,3,0,2,2,1,0,0,0,0,0,0,121.5,0,0,2,3,1,1,0,40.5,0.0,City Hotel,August,Wednesday,BB,GBR,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
26,2015,50,12,0,1,2,0,0,0,0,0,0,0,104.0,1,2,1,2,0,1,0,52.0,0.0,Resort Hotel,December,Saturday,HB,NLD,Online TA,TA/TO,E,No Deposit,Transient,240.0,,0
186,2016,43,16,2,2,3,0,0,0,0,0,0,0,62.1,0,0,4,3,0,1,0,20.7,0.0,Resort Hotel,October,Sunday,BB,CN,Offline TA/TO,TA/TO,A,No Deposit,Transient,96.0,,0
4,2016,29,16,0,1,2,0,0,0,0,0,0,0,139.0,0,1,1,2,0,1,0,69.5,0.0,City Hotel,July,Saturday,SC,BEL,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
6,2017,1,4,0,3,2,2,0,0,0,0,0,0,173.8,0,0,3,4,1,1,0,43.45,0.0,City Hotel,January,Wednesday,BB,BEL,Online TA,TA/TO,G,No Deposit,Transient,83.0,,0
16,2017,21,25,0,3,2,1,0,0,0,0,0,0,137.9,1,1,3,3,1,1,0,45.96666666666667,0.0,Resort Hotel,May,Thursday,BB,IND,Online TA,TA/TO,E,No Deposit,Transient,241.0,,0
5,2017,19,8,1,2,1,0,0,1,6,63,0,0,65.0,0,1,3,1,0,0,1,65.0,0.0869565217391304,City Hotel,May,Monday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,40.0,0
92,2017,31,3,2,3,2,0,0,0,0,0,0,0,183.0,0,1,5,2,0,1,0,91.5,0.0,City Hotel,August,Thursday,HB,FRA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
343,2017,16,21,2,2,2,0,0,0,0,0,1,0,99.25,0,1,4,2,0,0,0,49.625,0.0,City Hotel,April,Friday,BB,ESP,Direct,Direct,B,No Deposit,Transient,,,0
295,2017,33,14,2,5,3,1,0,0,0,0,0,0,297.0,0,0,7,4,1,1,0,74.25,0.0,Resort Hotel,August,Monday,HB,LVA,Online TA,TA/TO,H,No Deposit,Transient,240.0,,1
3,2016,33,7,1,0,2,0,0,0,0,0,0,0,165.0,0,1,1,2,0,1,0,82.5,0.0,Resort Hotel,August,Sunday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
42,2017,30,26,0,4,2,0,0,0,0,0,0,0,130.5,0,1,4,2,0,1,0,65.25,0.0,City Hotel,July,Wednesday,BB,ESP,Direct,Direct,A,No Deposit,Transient-Party,14.0,,0
19,2016,44,26,0,1,1,0,0,1,0,9,1,0,98.0,1,1,1,1,0,0,1,98.0,0.0,City Hotel,October,Wednesday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,219.0,0
24,2016,40,28,0,1,2,0,0,0,0,0,0,0,119.0,0,1,1,2,0,1,0,59.5,0.0,City Hotel,September,Wednesday,SC,PRT,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
44,2016,52,24,2,1,3,0,0,0,0,0,0,0,138.0,0,0,3,3,0,1,0,46.0,0.0,City Hotel,December,Saturday,BB,ITA,Direct,Direct,D,No Deposit,Transient,14.0,,0
171,2017,27,6,0,3,2,1,0,0,0,0,0,0,156.67,0,1,3,3,1,1,0,52.22333333333333,0.0,Resort Hotel,July,Thursday,HB,PRT,Online TA,TA/TO,D,No Deposit,Transient,242.0,,1
7,2016,3,10,2,1,2,0,0,0,0,0,0,0,89.0,0,1,3,2,0,1,0,44.5,0.0,City Hotel,January,Sunday,BB,ITA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
27,2016,41,3,1,1,2,0,0,0,0,0,0,0,95.0,0,0,2,2,0,1,0,47.5,0.0,City Hotel,October,Monday,BB,ITA,Offline TA/TO,TA/TO,A,No Deposit,Transient,85.0,,0
3,2016,40,30,0,2,2,0,0,0,0,0,0,0,99.0,0,0,2,2,0,1,0,49.5,0.0,Resort Hotel,September,Friday,BB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient,450.0,,0
51,2016,29,15,0,1,2,0,0,0,0,0,0,0,94.5,0,0,1,2,0,1,0,47.25,0.0,City Hotel,July,Friday,SC,SWE,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
1,2015,41,9,1,2,2,0,0,0,0,0,0,0,169.33,1,0,3,2,0,1,0,84.665,0.0,City Hotel,October,Friday,BB,ESP,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
42,2016,3,16,2,1,2,0,0,0,0,0,0,0,78.3,0,1,3,2,0,1,0,39.15,0.0,City Hotel,January,Saturday,BB,NLD,Online TA,TA/TO,A,No Deposit,Transient-Party,9.0,,0
78,2016,16,12,4,10,2,0,0,0,0,0,0,0,80.0,0,0,14,2,0,1,0,40.0,0.0,Resort Hotel,April,Tuesday,HB,PRT,Groups,Direct,D,No Deposit,Transient-Party,273.0,,1
84,2017,21,21,2,2,2,0,0,0,0,0,2,0,109.25,0,0,4,2,0,1,0,54.625,0.0,City Hotel,May,Sunday,BB,DEU,Direct,Direct,A,No Deposit,Transient,14.0,,1
0,2016,13,22,0,1,1,0,0,0,0,0,0,0,99.0,0,2,1,1,0,0,0,99.0,0.0,City Hotel,March,Tuesday,BB,BEL,Direct,Direct,D,No Deposit,Transient,,,0
53,2017,13,26,2,1,2,0,0,0,0,0,0,0,106.2,0,0,3,2,0,1,0,53.1,0.0,City Hotel,March,Sunday,BB,FRA,Online TA,TA/TO,D,No Deposit,Transient,9.0,,1
113,2016,18,24,2,2,2,0,0,0,0,0,1,0,85.85,0,0,4,2,0,1,0,42.925,0.0,City Hotel,April,Sunday,BB,FRA,Online TA,TA/TO,B,No Deposit,Transient,9.0,,0
17,2017,6,6,1,0,1,0,0,1,0,1,0,0,36.0,0,0,1,1,0,0,1,36.0,0.0,Resort Hotel,February,Monday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,490.0,0
22,2017,33,19,2,2,3,1,0,0,0,0,0,0,340.0,0,1,4,4,1,1,0,85.0,0.0,Resort Hotel,August,Saturday,BB,ESP,Online TA,TA/TO,H,No Deposit,Transient,240.0,,0
30,2016,40,25,2,0,2,0,0,0,0,0,1,0,109.1,0,1,2,2,0,1,0,54.55,0.0,City Hotel,September,Sunday,BB,CHN,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
2,2016,13,23,0,2,3,0,0,0,0,0,0,0,169.0,0,3,2,3,0,1,0,56.333333333333336,0.0,City Hotel,March,Wednesday,BB,IRL,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
2,2017,5,3,0,2,2,1,0,0,0,0,1,0,128.74,0,0,2,3,1,1,0,42.913333333333334,0.0,Resort Hotel,February,Friday,Undefined,ESP,Online TA,TA/TO,A,No Deposit,Transient,314.0,,0
91,2017,14,2,2,2,3,0,0,0,0,0,1,0,109.8,0,4,4,3,0,1,0,36.6,0.0,City Hotel,April,Sunday,BB,DEU,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
4,2016,5,26,0,1,1,0,0,0,0,0,0,0,38.0,0,0,1,1,0,0,0,38.0,0.0,Resort Hotel,January,Tuesday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,,0
3,2016,30,21,0,1,2,0,0,0,0,0,0,0,85.0,0,0,1,2,0,1,0,42.5,0.0,City Hotel,July,Thursday,BB,GBR,Offline TA/TO,TA/TO,A,No Deposit,Transient,138.0,,0
278,2017,3,16,1,0,2,0,0,0,0,0,0,0,67.15,0,0,1,2,0,1,0,33.575,0.0,City Hotel,January,Monday,BB,SGP,Direct,Direct,A,No Deposit,Transient,14.0,,1
353,2017,21,24,0,3,2,0,0,0,0,0,0,0,99.0,0,1,3,2,0,1,0,49.5,0.0,City Hotel,May,Wednesday,SC,GBR,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
76,2015,39,22,2,6,2,0,0,0,0,0,2,0,140.63,1,1,8,2,0,1,0,70.315,0.0,Resort Hotel,September,Tuesday,BB,GBR,Online TA,TA/TO,G,No Deposit,Transient,242.0,,0
16,2016,20,8,2,2,2,0,0,0,0,0,0,0,80.75,0,0,4,2,0,1,0,40.375,0.0,City Hotel,May,Sunday,BB,GBR,Offline TA/TO,TA/TO,A,No Deposit,Transient,42.0,,0
35,2016,2,5,0,3,2,0,0,0,0,0,0,0,60.0,0,0,3,2,0,1,0,30.0,0.0,City Hotel,January,Tuesday,BB,FRA,Offline TA/TO,TA/TO,A,No Deposit,Transient,28.0,,0
20,2016,7,7,2,1,2,0,0,0,0,0,0,0,93.0,0,2,3,2,0,1,0,46.5,0.0,City Hotel,February,Sunday,BB,CHE,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
201,2017,9,4,2,3,2,0,0,0,0,0,1,0,135.0,0,1,5,2,0,1,0,67.5,0.0,Resort Hotel,March,Saturday,HB,GBR,Online TA,TA/TO,G,No Deposit,Transient,240.0,,0
71,2016,24,9,0,1,2,0,0,0,0,0,0,0,126.9,0,0,1,2,0,1,0,63.45,0.0,City Hotel,June,Thursday,BB,JPN,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
45,2016,25,17,1,2,2,0,0,0,0,0,0,0,65.0,0,1,3,2,0,1,0,32.5,0.0,City Hotel,June,Friday,BB,PRT,Groups,TA/TO,A,No Deposit,Transient-Party,1.0,,0
83,2016,48,21,1,1,2,1,0,0,0,0,0,0,109.8,0,2,2,3,1,1,0,36.6,0.0,City Hotel,November,Monday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
72,2017,12,21,0,3,2,0,0,0,0,0,2,0,106.2,0,2,3,2,0,1,0,53.1,0.0,City Hotel,March,Tuesday,BB,NLD,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
12,2017,19,9,0,1,1,0,0,1,0,1,0,0,45.0,0,0,1,1,0,0,1,45.0,0.0,Resort Hotel,May,Tuesday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,270.0,0
36,2017,30,29,2,2,3,0,0,0,0,0,0,0,240.0,0,1,4,3,0,1,0,80.0,0.0,City Hotel,July,Saturday,BB,GHA,Online TA,TA/TO,E,No Deposit,Transient,9.0,,1
141,2016,25,15,0,4,2,0,0,0,0,0,0,0,119.85,0,2,4,2,0,1,0,59.925,0.0,City Hotel,June,Wednesday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient-Party,9.0,,0
3,2016,23,2,0,1,1,0,0,1,0,2,0,0,75.0,0,0,1,1,0,0,1,75.0,0.0,Resort Hotel,June,Thursday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,331.0,0
208,2017,31,2,0,1,1,0,0,0,0,0,2,0,24.0,0,0,1,1,0,1,0,24.0,0.0,City Hotel,August,Wednesday,HB,PRT,Groups,TA/TO,A,No Deposit,Transient-Party,30.0,,0
66,2015,34,17,1,5,2,0,1,0,0,0,2,0,149.2,0,1,6,3,1,1,0,49.73333333333333,0.0,Resort Hotel,August,Monday,HB,ESP,Offline TA/TO,TA/TO,D,No Deposit,Transient,142.0,,0
49,2016,24,8,0,3,2,0,0,0,0,0,0,0,98.87,0,2,3,2,0,1,0,49.435,0.0,City Hotel,June,Wednesday,BB,ARG,Online TA,TA/TO,D,No Deposit,Transient,7.0,,0
52,2016,14,31,1,3,2,0,0,0,0,0,0,0,99.88,0,1,4,2,0,1,0,49.94,0.0,City Hotel,March,Thursday,BB,BEL,Online TA,TA/TO,D,No Deposit,Transient-Party,9.0,,0
36,2016,10,2,0,3,3,0,0,0,0,0,0,0,117.3,0,1,3,3,0,1,0,39.1,0.0,City Hotel,March,Wednesday,BB,PRT,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
93,2017,20,17,2,5,2,0,0,0,0,0,1,0,170.0,0,0,7,2,0,1,0,85.0,0.0,Resort Hotel,May,Wednesday,FB,FRA,Direct,Direct,E,No Deposit,Transient-Party,250.0,,0
0,2017,6,10,0,2,2,0,0,1,0,4,0,0,48.0,0,0,2,2,0,0,0,24.0,0.0,Resort Hotel,February,Friday,BB,PRT,Direct,Direct,A,No Deposit,Transient,,,0
185,2016,43,20,0,2,3,0,0,0,0,0,0,0,128.7,0,2,2,3,0,1,0,42.9,0.0,City Hotel,October,Thursday,BB,RUS,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
144,2016,36,1,0,3,2,0,0,0,0,0,0,0,149.4,0,2,3,2,0,1,0,74.7,0.0,City Hotel,September,Thursday,BB,NOR,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
0,2016,13,26,1,1,2,0,0,0,0,0,0,0,134.0,0,0,2,2,0,1,0,67.0,0.0,City Hotel,March,Saturday,SC,USA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
201,2016,21,16,3,8,2,0,0,0,0,0,0,0,46.98,0,2,11,2,0,1,0,23.49,0.0,Resort Hotel,May,Monday,BB,DEU,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
19,2017,25,24,0,1,2,2,0,0,0,0,0,0,176.0,1,2,1,4,1,1,0,44.0,0.0,Resort Hotel,June,Saturday,BB,FIN,Online TA,TA/TO,G,No Deposit,Transient,241.0,,0
112,2017,21,26,0,1,2,0,0,0,0,0,0,0,126.0,0,0,1,2,0,1,0,63.0,0.0,City Hotel,May,Friday,SC,VEN,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
0,2015,32,7,0,2,2,2,0,0,0,0,0,0,153.0,0,1,2,4,1,1,0,38.25,0.0,City Hotel,August,Friday,SC,POL,Online TA,TA/TO,F,No Deposit,Contract,9.0,,0
62,2017,13,31,1,2,2,0,0,0,0,0,0,0,110.4,0,0,3,2,0,1,0,55.2,0.0,City Hotel,March,Friday,BB,ITA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
67,2016,31,26,0,1,1,0,0,0,0,0,1,27,95.0,0,0,1,1,0,1,0,95.0,0.0,City Hotel,July,Tuesday,HB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient-Party,39.0,,0
166,2017,15,14,0,2,2,0,0,0,0,0,2,0,114.0,0,1,2,2,0,1,0,57.0,0.0,City Hotel,April,Friday,SC,PRT,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
2,2016,26,22,0,1,1,0,0,0,0,0,0,0,124.0,0,0,1,1,0,1,0,124.0,0.0,City Hotel,June,Wednesday,SC,DEU,Offline TA/TO,GDS,A,No Deposit,Transient,195.0,,1
157,2017,12,25,2,5,2,0,0,0,0,0,0,0,54.4,0,0,7,2,0,1,0,27.2,0.0,Resort Hotel,March,Saturday,HB,DEU,Offline TA/TO,TA/TO,D,No Deposit,Transient,177.0,,0
81,2016,11,9,0,3,2,0,0,0,0,0,0,0,93.0,0,0,3,2,0,1,0,46.5,0.0,Resort Hotel,March,Wednesday,HB,GBR,Groups,TA/TO,E,No Deposit,Transient-Party,115.0,,0
5,2016,7,10,0,1,1,0,0,0,0,0,0,0,86.0,0,0,1,1,0,1,0,86.0,0.0,City Hotel,February,Wednesday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
